id	prediction
21669	阿富汗人民今天悲惨的现状，都是恶魔美国造成的!
21675	阿陶，羊二哈不是在撩妹，是在用气球调戏小女宝
21677	阿希的床友
21682	啊螃蟹我也要吃给我留点
21683	啊？我的电脑就是联想的早知道不买了
21688	白衬衫后面是，黑心！
21696	拜登这只老狐狸，世界不乱就不安心。俄罗斯一定要速战速决。
21705	白酒没泡沫啤酒才有
21719	帮我看看，见你后胸口急促跳跃，心动的感觉
21734	抱抱老公
21740	宝贝帅呆了爱死你了
21751	保护伞。
21754	报警让她下半生在监狱
21756	宝马摩托车，
21762	爆炸，一堆烂肉
21766	包：淘宝不莱玫
21770	爸爸遇见大忠遇见
21773	把床放一起我可以一起照顾
21775	把国民撤回去是准备按核按钮么？
21784	把买手房子的人当傻子了
21786	把米国狗打老实再谈。
21808	把我顶上去我要跟她结婚嗷跟她结婚
21824	把烟灭了
21832	背后递刀，杀人诛心
21843	被人家扔蘑菇忘了。不长记性
21846	被窝里横？我不信！试试
21872	笨猪一头
21888	别播了这女人了就是个草狗拉极。
21894	别哈啤酒了快滚回来
21902	别去淘宝中
21905	别人的猫，迷人吧
21906	别人都拿刀架你脖子上了，你不急是吧
21910	别吵吻我
21911	别吵，他不知道
21913	别谈了，直接开启核战争吧！所有人一起下地狱！
21941	比我家仙人掌还会扭
21963	波刀胸勇
21979	不懂就闭嘴若战首杀圣母
21980	不懂就不要乱说，难道你家没有蒜？
21981	不懂就问这薯条好吃吗？
21984	不多见的雪花
21996	不管怎样、砖头想着办法整开货车的、中国的货车确实是不能在开了
21999	不我们先去把如一搞定
22004	不好意思流鼻血了
22007	不好意思搞错了
22018	不看武松打老虎，只迷黑丝带字母
22023	布拉格的羊肉汤
22029	不能把昨天换的三个内裤刚起来么
22045	不请喝酒，明天就不会了哦！
22048	不去侵略别人就不会像老毛子那样被制裁！老毛子普京已经穷途末路
22057	不是多按摩吗
22069	不是我的女人阿
22071	不是禁了吗
22081	不听话的熊孩子玩脱了，要祖国来兜底黑心疼我们的逆行天使们
22085	不先让妇女小孩撤。让猩猩先撤？
22090	不许笑，我是魔鬼，等等给你邦邦两拳。
22092	不要把事做绝啦，好人变成坏人都是有一个过程的，责任在哪里？草包都能看明白。
22101	不要命的拼，省吃俭用针对背后无靠山的
22104	不要天天玩嘴没有意思
22119	不用螃蟹？
22124	不找病根的大夫都不是好白大褂庸医，蠢驴
22134	不知道专家污辱了狗？还是狗和专家真的有问题不信？
22158	菜鸟自不量力！
22159	彩色的鹦鹉郁金香好漂亮，感谢分享！
22164	材子大了，什么鸟都有
22167	菜老鹰文，看了这个视频，估计裤子尿了
22168	苍白无力，只有拳头硬！
22192	长的比大猩猩还难看呢，哪个动物园跑出来的？？
22211	唱歌的完全是那回事
22213	铲后漏眼泪脲管用吗
22214	铲后有漏眼泪脲也可以吗？？
22234	称呼自己是砖家的也没谁了，脸皮厚的赛过城墙拐角了
22235	成績上升換手机
22248	晨练电影每天空腹晨练15分钟，跟着大鹏健康享廋
22249	陈清树是你的新郎呀！
22252	车臣给:我一瞬间就用喀秋莎火箭炮干掉乌克兰总参谋部
22253	车臣就是有枪不杀你，非得拿刀把你的脖子嘎下来那种
22261	车是好，一般人开不著
22262	吃拌面浇头，一个肉圆就10块啊，这咋挣钱啊
22264	吃饱了撑的的，等着后悔吧，生气…那个啥…男人
22272	吃个禁果就会好了
22275	吃饺子喽，自己包的饺子味道就是好快来吧
22291	持续的不遵守公约协定离无不远了
22297	吃鸟儿就对了
22307	抽烟混混的男孩，在篮球场打篮球的男生
22311	穿的什么尴尬玩意自己觉得好看吗，还在得瑟
22320	吹牛逼胜利索玛塞
22330	春天到了，情侣吻看着还有点难度哦
22337	唇亡齿寒，拳头，
22357	出入口要贴广播贴路标
22359	厨师煮的
22366	出面包小心有恶狗
22375	从鼻子能看出来，名字取的有道理，半小时不止
22386	聪敏的人不会上礼物的
22391	村霸恶棍都有保护伞，挖出来，一起收拾！
22394	存银行，一年也有几百万利息花了。
22402	戴个口罩亲个嘴那是遥不可及
22406	带上红旗和国徽会给你快速解决的
22408	戴手套抠鼻子手没感觉，鼻子不舒服哭。
22412	带着外孙，再熬夜也开心，
22415	呆青蛙：我干的
22423	当你挥手的瞬间，胸前的气球千万不要甩脱罩了
22426	当然不满意，那些制造伤痕的恶魔还没有揪出来！
22432	但凡吃两粒花生也不至于喝成这样，传令下去台湾吃不起花生了
22437	蛋糕当成大米饭吃
22441	单身有房子吗？
22449	到处喊爸爸的公交车谁能不爱呢
22452	到底是哪个国家违反国际法？用这么卑鄙下三滥的手段，你让我们看到了美国的不知耻！
22453	到东莞来了开心！
22458	倒进去了就帅哥！倒不进库吊毛
22472	导演鄙视的看看陈坤，我玩剩下的你还拿着当宝了，晚上就肏她嘴。
22480	大鼻子有什么故事吗？
22492	大大！我一人血书求刀死冷玄
22507	大哥早上好真正的画家捧着
22513	大红灯笼高高挂？
22528	大家晚上好这就是干活命
22535	大舅我嘴里含咽炎片
22539	大块头、肌肉就是墩毒！
22541	大佬留个微信我有猫咪问题想请教一下
22545	大力度毁灭性打击即将上演
22546	打蒙逼了，打下跪了
22547	大猫和小鼠鼠
22550	大炮打棒棒糖我要包年干
22554	大生蚝，加辣椒
22563	大腿好性感！
22569	大眼妹妹听说你也结婚了
22576	大伊万打出来日本绝对会被波及到，说不定富士山都会被震动的火山爆发
22580	打羽毛球啊我也超级喜欢
22595	大巴车烂透了
22612	等一下，你说的是白菜。怎么变成面条了。解释一下
22616	等中国组织公民撤离欧洲时，核大战就确定开启了
22627	得好多个红包啊
22635	点评论上面购物车直接购买
22661	第二个害怕了
22667	第三点就跟放屁一样，考公的人不知道自己能不能用专业？
22668	第三个是雅因子净豆精华和我一样爱冒大红斗斗的可以试试～现在某淘宝也有活动
22678	第一时间想到企鹅在沙滩上跳舞的集合
22680	第一张像个姐姐的样子了，
22686	底在哪？空手接飞刀。
22699	懂了，某淘宝某宝：开心招待所
22716	对待美国北约恶魔就要用他们能懂的方式教训它们！
22719	对付流氓美国没有道理可讲，除了拳头就是核导弹。
22722	对每个人的想法和理解不同，都有自己的活法，自己感觉开心就好谢谢你提醒
22723	对你男人都没这么孝顺
22726	对日本有好感的只有狗汉奸
22727	对台独的井青蛙应该收费，才能打疫苗。
22731	对小日本不能和平
22745	对，有个土豆就可以了，取暖基本靠抖
22750	多出去看看，你就知道了，他们痛恨的是红旗！而不是民族
22758	多好，让俄罗斯输了。咱那150万领土有希望了
22760	多亏及时看了评论，眼边的眼泪缩回去了
22766	多刷礼物，有希望
22780	都混到吃面条了怕锤子！打！
22782	都开花了肯定有结果
22785	独联体三兄弟坐下好好谈
22788	都闪开，让我来举手我没对象单身怕了，这个叫王老吉
22790	都是被六公主带的
22794	都是骗人的，看前后衣服就知道了！这是中国家垃圾！
22805	都他妈的是猪吗？
22806	毒瘾鼻子该屎
22807	都一个德性，站队也别站车臣和亚树营，都不是好东西
22809	都愿你们的总统，宝宝🏻，
22818	耳朵好大
22820	二两装，一件十瓶喜欢的朋友看过来！价格不贵，好喝实惠
22823	二婶子好开心！唱的真好听，
22826	二十年前就有这灯泡！
22835	俄爹下跌千万不能亡啊
22836	鹅粉们别光嘴里逼逼叨叨，抄底支持啊
22841	恶魔邻居！
22846	俄罗斯到了，下一个就是中国。到时候美国带着马仔打过来，你准备好去要碗
22850	俄罗斯的事牛油果为什么没有排俄情绪呢
22851	俄罗斯的熊，乌克兰是猴子，是小丑。
22861	俄罗斯就是魔鬼而且是魔鬼，邪恶强盗流氓无赖纳粹政权
22870	俄罗斯在继续强硬估计俄罗斯政府都破产了！卢布贬值的速度都赶上火箭了
22871	俄罗斯怎么就完了？这是喝酒了吗？
22873	俄罗斯驻华大使馆新闻官叶帅哥中俄友谊乌拉
22880	俄乌必将联手反击北约纳粹法西斯魔鬼30国杀人集团恐怖组织！
22908	放开那只猫让我来
22909	放开那猫有本事冲我来
22915	放屁侵略者总归是不对的。你这王八你和邻居友好兄弟难道要听别人吗？
22921	放养的时间太长了！就算鸽子回来，心也回不来了！
22925	范的耳朵？
22930	翻跟斗的
22933	番薯拜登
22946	法官：交出你的作案工具！
22951	废话但凡不失明的都知道恩比德比阿杜胖腿当然粗了
22955	费事和你这个死狗理论，没必要，认识字吗？
22958	疯娼妇女还日个教书了，。？！
22974	分手就分手，下一个更称抖
22978	腹黑的小狐狸好喜欢
22983	夫妻双双把家还
22987	复制链接打开淘宝购买
22991	改变了钟南山的医院长带领护士救中国人民的病毒感染
22995	改名吧女权帮
22996	该说不说魔法是真的准
23000	盖斯的小丑犹太总统，祸国殃民
23003	该系列更新时间不定最近应该不大可能会更了大家有什么剧情走向的登也可以发表
23007	刚才跳舞的不是母狗吗？
23011	刚看见，我们这边就好像有羊性的了，所以明天可能不用上学
23016	刚入职就不上班月白拿钱，是什么权力？
23025	干活累的慌开心一下
23027	赶紧多生些孩子吧！世界要靠我们生在红旗的人了
23030	赶紧逃置顶，千载难逢
23031	赶紧握手不要打仗。
23039	感觉三个从医院跑出来的
23051	敢问女侠～价格多少毛毛
23052	感谢普京大帝，2月份给我加了两次鸡腿！
23066	搞氫氣的吧，电池技術瓶頸很難解決
23068	高手果然都在评论区我不是吹，我是在亲亲天花板
23071	告诉我弟弟不要忘了给我大点砍支猪脚
23072	告诉我是不是嘴加特效了
23077	高雨田是什么
23078	高帽子是为了挡住从天而降的米田共
23082	给方向盘喂奶这件事
23084	给个插头给你
23087	给老大留蛋糕哈
23093	给你下面持不如说我下面给你吃
23095	给你一个中指！
23096	给漂亮国的饺子！
23104	给我插的嘴咋给它插鼻子
23134	歌手巅峰啊，也牛酒杯了
23145	公告：全网小鸡集合了！
23151	公摊太大，羊已经盯着准备收费了
23168	怪不得找不女人，脑袋让门夹过吧
23175	光见钱亲我都不知道她怎么从手机上弄出来这个模式的欠条了
23178	光说不做，房子怎么来的
23181	关二爷骑马累了，就不能骑个摩托车吗
23194	关你屌事真实你
23199	管篮球nia的了？
23209	国仇家恨。狗日的小鬼子
23224	国民素质普遍比中国高有爱心！
23235	过完2月2才算过完年
23236	果子放辣椒辣椒了
23238	估计是灯泡太亮了不好开口
23247	海豚音
23250	孩子不是他的，12岁女孩怎么能这样
23260	杭州富婆一片天谁见羊姐啊递烟
23265	韩国没有战争指挥权，拿拳头去支持
23273	寒假你怎么就无了呢
23276	喊有个鸟用，用时千万别趴窝
23283	好大，我还以为是花呢，娇艳欲滴！
23284	好的基因再生几个女娃娃
23287	好多肯定是米国的狗。
23293	好好地满分视频，被你拍的稀碎
23295	好好去卖你的啤酒吧职专女
23299	好家伙伞都能挡子弹，赶紧上架
23301	好姐妹，早上好，优美隹作
23309	好久没唱歌了
23321	好男人又不敢来找我一起上班
23331	好伤心！
23355	好一个俄罗斯孝子
23368	嘿嘿，熊一样肌肉男人我要去
23383	恒温温度是你的嘴你的屁眼
23399	很快就会投降的
23422	和美国人讲道理就是对牛弹琴，拳头才是硬道理！
23426	河南银行都会这一套，谁不服来战！
23428	和你们在一起工作确实开心……让我有特别时光谢谢姐妹们
23434	和尚石者可以转卖寺庙
23450	红锁号这东西，几十把刀没去注意看
23457	后面那个光头看着就不是好人，一看就是狠辣的人
23492	还是买个新的
23513	换房子。
23516	华晨宇唱歌真他m的难听
23518	画的跟相机拍的还要好看
23525	话里带着酷，有点忘形了，先叉会腰
23532	会不会未到边境地区就无了，支持俄罗斯
23538	回收四十级以上的大、小號，和礼物，合适直接秒！
23541	会种蘑菇吗
23543	会唱歌
23563	胡萝卜不吃，吃大棒
23574	降得好，中国不需要男人了，让母鸡来打鸣吧
23585	简介购物车正品卖家
23596	教坏小偷，来偷你手机解锁
23603	叫雪融融摩天轮是否更加好
23607	饺子给我下掉了
23608	饺子粘豆包
23609	加班费还不够看病的，别说有的人生病都直接无了
23610	家长不活了吗？不挣钱拿什么供孩子上学老年痴呆也能当委员
23618	家咯难道在哪个酒店吗
23622	加你毛线加，把这女人送到车臣部队里
23628	加入欧盟比加入北约好太多了
23631	加索尔俩总冠军戒指说视频这货几个
23637	加油肌肉永远神保护好自己
23647	接好运，所以检查都顺利
23651	姐姐我有棒棒糖你要吃吗？很甜的
23664	截图可以去淘宝搜哦，我的评论被删了
23667	姐晚上好：开心快乐美满
23678	经历中的眼泪，好难当时
23680	靓女！中午好，开心过好每一天，亲亲您哦……！
23688	鲸鱼也成
23689	鲸鱼运气真好！幸亏没遇到日本人
23693	尽快统一，打破亚太围剿链，看美国的丑恶政客们如何伤心。有力减少合作伙伴压力。
23694	今年的手机铃声就是它了
23696	今年龙门咋放台上
23709	今天你媳妇的包包好看，什么牌子，
23710	今天晚上。
23711	今天晚上！
23724	禁美国人
23727	就比如把刀架在脖子，不反抗任由别人割
23735	就那一点面条碗再大有什么意思~？咋不用脸盆子啊？那样看着才大嘞
23738	就你会说话我喜欢听
23742	就你这嘴是不是有痔疮？
23743	就你嘴跟蜂蜜似的
23752	就是死，也不会和你这魔鬼算完！
23754	就是晓得你晓不得游泳，我才港把你踹海里去的满！傻吊
23755	就是下面有点松
23759	就是有点费伞
23769	就像青蛙一样，选了蔡就应该挨
23770	就喜欢看这些所谓得砖家说所谓滴科学
23773	就要象普京总统一祥给老美狗颜色看看。
23779	就一群眼镜眼就中国人，在那里一天到晚说胡话！
23780	就愿意溜你们这帮狗，弯弯，青蛙又意见吗？
23785	就这下三滥无赖，满嘴喷粪的人在外面喝了点羊水，都不知道自己姓什么了
23788	鸡吧老茄子皮了，没几天鸡吧就死茄子了。
23806	吉他弹这么好会吹箫吗宝贝？
23808	几万个房子走向贫穷，无家可归，
23818	觉醒的力量，，循环的历史
23822	菊花分日死你
23825	局势越来越生气欺负人
23830	据说女的比男的好色六倍
23839	开封出租车事件
23845	开始建房子了，兄弟，建房大吉大利
23851	开着拖拉机带你去拉风
23854	扛自行车那人厉害了
23860	看不懂别说话嘘吧，
23869	看到了吗？谁的拳头硬，谁就有话语权
23870	看到毛孩子们就开心猫咪用小尾巴打拍子乐感十足
23875	看到我想亲一下太可爱了
23887	看到最后我哭喽太感人喽
23891	看得好哭啊美国崽儿你就不能消停吗
23895	看的我热泪盈眶向彭湃烈士家属、向彭士禄老先生致敬！致敬！
23903	看见白大褂腿就哆嗦，你哪用学那么多呀，一抬手我就跪了
23912	看贱活菩萨
23917	看看美国野猪的丑恶嘴脸
23925	看看龙虾面
23931	看来法棍不抗饿啊
23939	看来这专家也是砖家了
23941	看了好几遍都只看到黑蘑菇
23944	看你的小嘴就想亲你
23952	看起来下厨好熟练的样子哦！典型的泉州好女人，请允许我把你带回家
23956	看我长的像饭团嘛快去投票，第二了
23960	看样子日本又想吃蘑菇了
23975	看着就好吃有机会一定去吃一次。谢谢！
23977	看着难受本是同根生，相煎何太急。
23982	看下面这个，用这个丑货做的表情包，挑大粪的气质
23996	肯定装了两气球太假
24000	可爱的宝贝开心٩(๑^o^๑)۶好时光
24003	可爱的花香老婆
24004	可爱的小选手勤奋的孩子！
24016	可怜的中国医疗，老百姓的钱永远填不了医院贪婪欲望。
24019	可能连鹰都抬不住吧
24020	可能吗？不是胡编乱造吧哈哈？
24036	科学提升给人带来的一款氧氢气家庭医院的首选产品
24050	可以借你嘴来搓澡吗
24055	可以看人啤酒吗？
24065	可以用蘑菇弹加快战斗进程。
24075	口炮厉害、伊拉克还要中坦克不？
24083	快看看鼻子里面有没有东西
24086	快来找我买大戒指买金镯子
24093	筷子敲锅边是精髓
24097	裤衩追不上你的收入啦
24098	裤衩上会不会有屎
24106	酷炫的发型，性感迷人的身材，感性嘴漂亮之极
24145	来！让我们新疆的少数民族朋友腋下给团几个饭团试试
24155	篮球好大
24158	兰州的海风是不是有股啤酒味
24168	老陈口水都吐到你嘴里去了
24173	老二和老大媳妇有夫妻相
24175	老公的笑容迷晕天下所有女子普京夫妻我現在见到你终于开心起来了
24177	老狗一开咬，一群狗娃都跟上了。窝狗兴事。
24192	老妹这是那里房子看不准啊!
24195	老年没上机就别花钱了，饿死吧！
24202	老人带孩子过马路很多不看红绿灯的，每次在马路上看到我都想骂死她们
24207	老师满的干货
24209	老师，路斯股份可以申购吗
24217	老四你切记我昨天给你助力一个棒棒糖，远子那边我分逼没消费
24229	老巫婆！
24235	老“狐狸”！
24246	拉架，递刀太坏了
24255	落叶归根回到祖上的故乡吧，中国人欢迎你们
24257	蜡烛蓝色火焰有1400c？
24261	流泪希望
24277	两个人打架，我动用和平基金买了刀给了那个打不赢的。
24279	两个硕大的脑袋，两个皱眉一起夹死蚊子子
24292	两气球会不会炸掉
24309	联想中的柳八杨就是美国的打手
24310	联系，我有你想要的，右边与我联系
24312	联合国在美国面前，等于摆设
24336	刘建又漏出喜欢狼样了
24337	刘就算14518小姑娘成火车皮拉
24339	流口水流口水
24340	柳老狐狸卖国贼
24344	留下的是老百姓参加战斗，大老，富豪跑步飞机直升机早跑了
24348	李大嘴大
24361	历史是循环的，因为人性亘古不变
24368	李总，鸡蛋在哪里买的
24372	楼上复制去淘宝打开领卷购买
24375	搂着马桶我更想吐
24384	骆驼都吃不饱，他旗下五十个八卦都饿骚
24401	买了一个戒指还有一套蓝色运动衣
24411	蛮吊的相机希望给我让我发挥它的最大作用
24413	满满的正能量致敬优秀老师和可爱的孩子们
24424	猫：你咋知道活不下去，已经体验过了，出去就吃屎
24432	毛子一万亿买个土豆就要到来了
24435	猫：明天就杀了你
24445	妈妈生气了！我听着都要生气哪个人不要脸喊的那个名字。太过分了
24446	妈妈我手鸡要炸了
24448	妈妈年轻漂亮、女儿乖巧可爱，好温馨
24459	蚂蚁对象，太好笑了
24465	妹啊嘴怎么是歪的
24474	美到无缝协
24481	没洞怎么搞
24493	美国不可能留下中国这只孔老二教的小羊支持俄反美力度，可能是我们未有的机会
24504	美国的举动明显是准备来中国吃拳头呢。
24512	美国会递刀给全世界
24517	美国就是邪恶轴心国家！罪恶之源！
24521	美国可不是大狮子，不吃俄罗斯就得死
24526	美国佬最开心！越乱越好！
24534	美国人的嘴，他们自己认为还是嘴吗？
24535	美国人的武器核导弹也开动起来了
24554	美国为首的这些魔鬼不死，世界就难以安宁！
24579	美国狗叫了
24583	美国小丑太多了
24595	没警车开道
24599	每看她一个视频我的拿出我的小算盘给她算钱
24601	美丽xiang链from：淘宝ENCOUNTER感冒商店
24602	美丽的公爵月季花层层叠叠，美丽漂亮！感谢分享！
24610	美媒报道：美国在乌克兰的十几家生化实验室目前联系不上了。
24636	没人急，是你急了？和你的猫一样傻逼
24641	没事来找我玩给你整好吃类
24657	没也学学跳舞
24700	没走疫情四月份再回去两天
24711	面包面包车不行吗？MPV多舒服
24712	面包和爱情都是自己的选择
24731	明天剪短发呵呵
24733	明天禁鱼期了
24737	秘方大虾，味道棒的没话说
24743	米国的狗突然出现那么多了。
24744	米国犹太利益财团非常邪恶，中国加油！干它！
24751	米说我也有难处啊，我不霸道点，印这么多美元忽悠谁啊
24753	弥天大雪是不是最后一场雪？
24759	魔鬼在人间
24768	摩托车中国制造
24779	母牛奶多吗？
24808	楠哥，把你站里的航母和火箭亮出来！看他们这没有见过世面的亚子
24819	男朋友女朋友都好找，你不来找个
24824	男人哪里置顶起来了
24841	南无阿弥陀佛，普渡众生。
24842	脑残的绿青蛙啊
24849	脑子中最先想到的是和厚比的香蕉事件
24880	哪个医院，
24881	那个银行？？集体犯罪
24900	哪来的狗乱咬人
24904	哪里像高速吗？我7月26从深圳回北海太慢啦……我们广西高速都是可以走到120的
24905	那里下雪了
24917	哪你是乌贼的孝子傻吊
24918	那你说我敢亲嘴嘛！
24919	那你鼻子出长的就娘一说话以为你变性呢
24944	那些照片还在我e盘里工作文件夹里
24945	那樣的人不配當爸爸的，另找一個男人就行了，
24948	那也是无奈的走路出，“树不留叶，风欢送”。
24950	那一个是白菜？
24952	哪有那么快急色，一般都是先安排酒店先住下
24966	拿几刀送到位，如果不够横没有办法
24970	能不能把戒指摘了
24976	能打出玩偶ྀི个滴我认作他爹绝不失言
24977	能放根蜡烛吗？
24990	能租给我来种黄瓜吗？
24992	娘们你哭了
24994	年级轻轻的就坐上店长的位置了，唉呀惆怅啊。缺大象吗姐姐。
24996	年少不知贵老来望鼻子空流泪
25006	酸我滴小宝贝加油
25020	你啊，就是传说的口嗨、嘴炮，现实中在狐狸哥面前啥都不是。
25044	你猜保持中立是干嘛呢。。开心的蠢猪
25050	你穿泳衣跳我都不看
25057	你等吻。
25066	你的开心不知其人怎么样？
25071	你的死声太恨人！一刀捅了你
25076	你的小鸡这么
25086	你的侄女是2015年出生的吗
25096	你爹是未成年吗？
25103	你懂个鸟啊?
25107	你父母看到有多尴尬，哥哥弟弟呢，无语
25112	你敢杀我就敢骂
25118	你跟鲨鼻子较真什么？他就是来抬杠的，他会跟你讲道理？
25120	你个递刀的有脸说吗
25132	你耗香蕉多一些
25149	你家老公拿去当帽子戴帽子去了
25151	你家猫让你饿的精瘦
25155	你家门都没有泡啥妞
25158	你就安心放好你的羊吧，剩下的有爹和娘給顶着呢
25162	你就是勾喜欢的那种
25185	你看他堂哥那雕样子
25186	你看这个飓风好神奇
25187	你可能大厦看习惯了，可曾知道还有六亿人月收入才千元？
25195	你来企鹅找我玩吧，我小乔贼帅
25201	你俩都是靠嘴吃饭，
25232	你脑子纯属意外了，和平是靠拳头发出来的。
25241	你你，淘宝好
25258	你散步，内裤那朵蘑菇是什么味道的
25276	你是打飞机吗
25285	你是那个满脸络腮胡，拿着三叉戟的海王吗
25290	你是傻逼吗？普京就是人类公敌
25294	你是谁？摘下面具等着老拜给你发狗粮。
25305	你是真的鄙视，满口喷粪，净胡扯。
25320	你酸死了
25333	你未来儿媳妇狐狸有房子弱的
25335	你为什么也没有叶子毛..
25337	你我合作还要加把力
25339	你想把俄罗斯搞垮，然后在把中国也搞垮吗！真不是什么好鸟！
25341	你像教乌克兰总统跳舞的舞蹈老师
25354	你喜欢你的，我喜欢我的，TMD管好自己嘴巴。
25357	你学纠语的视频怎么无了
25361	你腰子还在么？那块不是割腰子的地方么？
25372	你一晚上不吃黄瓜，就有点急了？
25379	你用的什么牌子的刮胡剃须刀？
25391	你越做越牛逼，之前群里你还是个中创？对8？
25403	你真他妈恶心，快跑，没长个人样虾蛆
25408	你这打退堂鼓了不好啊，应该让你拿大喇叭吹
25423	你这是犯贱啊
25431	你这消息也太劲爆了吧，爆炸性新闻，
25433	你这也算一镜到底吗？白眼中间明明切了
25452	你注意看她吃肉放在嘴巴里，视频会转天，吃白菜又不一样了
25454	你自信点吧你谁说腿好看才能穿裙子那有的男的鸟小还得穿内裤呢
25455	你嘴不小
25462	你嘴不好上下都不好
25475	农民以前交公粮都是无私奉献精神你们有吗
25479	农业社的驴都没这么能嘣逼么。难不成你是马莲渠高闸的
25480	暖鸡？
25482	努力自信去面對自己內心
25484	虐狗的所有人死光光
25488	女孩真可爱么么哒多大了呀
25494	女人的苦男人不清楚，医院里现在有这样的改札发达真棒！医生们你们辛苦了！
25497	女人健身或跑步，一般是要换老公的征兆
25502	女人找男人就像是要开银行或者开金矿。既然这样，为啥不去坐台？
25507	女主好漂亮扛回家爽爆了
25513	嗯。一个月上15天班。等下还要去医院接活
25517	嗯，下次给小姐姐，带一杯奶茶！
25520	欧盟从来就没有公正，想要公正只有拳头够硬
25523	欧盟这是硬往乌克兰手里递刀啊！
25526	欧洲最好的行为是接收乌难民，而不是提供武器。
25527	哦吼，趁现在没人，来整点小鸟伏特加来整这高
25530	哦哟,明天开始养宝宝吗
25536	拍黄瓜喝一打
25542	螃蟹蜘蛛精
25553	跑床上干活
25561	怕冷，没敢去看，要不你去看了和我们说说
25562	攀爬去了？
25568	配个女人！马上拿下
25575	朋友你是光明杨桥里的。你是一期的房子和我一个小区
25581	偏心眼子也没看你买蛋糕过来跟我过生日
25595	漂亮国的杂交一号水稻？
25597	漂亮姑姑，下次脚帮你省车费，你的漂亮小嘴就什么都有的吃了
25613	苹果不贵吗？都要卖肾，华为3.5年照样用没问题，外国的月亮比中国圆吗？
25617	评论红旗永远没有流量
25629	皮友牛逼，各种视角。我相信有生之年台湾视角也能安排上。
25636	普大帝有事您再提板砖浪一圈去
25644	普京大帝:假设俄罗斯没有了，还要地球有啥用
25648	普京大帝，赶紧丢几枚烟花给小曰本子欣赏欣赏。
25659	普京：感谢欧美运输大队送来的物质，回赠大伊万火箭一颗，送货上门免签收
25660	普京：就几只蚂蚁还想搬大象不成
25675	强烈建议所有汽车安装应急报警灯。
25679	抢银行去了昨天晚上
25684	前门一朵花，后腰出入平安，标准的配置。
25715	请你正面回答你对国家支持俄罗斯的外交政策是什么看法？美元不是那么好挣的，明白？
25727	请问，你那有巨贵公狗吗？谢谢
25733	侵略者是邪恶，不得好死
25736	亲亲妹妹好可爱跳舞漂亮
25754	穷苦人不怕
25768	欺负普京没有朋友？中是你逾越不了的爸爸
25778	其实按我说直接派特工干掉亲美派就可以，小丑也很牛了，把乌克兰整成这个鸟样子
25802	全国各地回收新能源汽车电池一切锂电池
25808	全是递刀的
25825	去了就投降，其实乌总统那个傻逼
25826	去美元第一步
25829	去你吗的大捏比
25834	去你奶奶的
25843	去一趟缅甸呗期待你的徒手捏这些歹徒
25850	让火山来的更猛烈些吧
25852	让那些跳梁小丑都把嘴闭上
25855	让人心动的男人
25858	让天眼帮你查查，
25870	人的一生中每一个偶遇心都有它的道理，绝非偶然吧
25884	人家和秘书握手先不说，和司机都礼貌握手，
25893	人家无也不是傻子，胡子啥战斗力都清楚，普大帝没几张牌了
25898	人民选的总统，不听人民发出来的声音
25902	认识的老同学多年不见你了
25908	人渣才啤酒这种垃圾
25922	日本间谍头像富士山和大阪
25929	肉肉就能解决的服服帖帖的。
25939	如此哦！妇气派派鸟精彩啊！
25941	如果别人打架你递刀肯定是要准备搞大哦，难道让你分食？
25957	如果我在乌克兰，我也拿上和战斗民族试一试！
25960	如果这样，再所谓误炸我资产，我将用火箭反击
25979	三剑客牛奶哥哥
25980	三蹦子就该早点投胎
25982	三年前不戴眼镜跟三十年后不戴眼镜是一样的
25986	三婶，是做手机壳
26000	色猫知道去舔咪咪
26011	上某宝找找右边舒适宝定型枕
26012	上台了就是另一副面孔了，毕竟蔡青蛙也说过自己是中国人
26017	上电视了，支持优秀作品。
26020	少喝点，杭州下雨了吗？带着伞出门
26022	傻逼二儿代，脑袋是挨门挤了，还是挨驴踢了？
26026	沙壁，是一种沙漠里的奇葩
26030	啥对口型啊！直接说亲嘴，就是了
26046	傻子？吴同耳讲搬砖了
26049	啥逼嘛这不
26052	砂逼，集束炸弹了解一下，已经很克制了
26059	生活很苦糖是甜的
26060	省略号可以用太阳来代替
26064	圣母心救不了国，拳头够硬才是后盾！强烈支持
26072	生这么多羊水没破吧
26075	身材好，很适合跳舞，值得欣赏！
26086	什么都讲证以后上厕所要有厕所证
26097	什么时候你的屁股长在上了，
26098	什么友谊长存？狗屁不是
26099	什么狗屁歌手？我看你需要骨灰盒，你不要母亲的话就烧了给大自然增加一些肥料！
26103	神兽草泥马？
26108	社会在变人也在交，母猪也拱白菜了。
26113	摄像师加鸡腿！
26115	摄影师过来吃鸡腿啊
26121	士兵是战争的牺牲品！愿天下无（战）！
26124	是不是感觉屁屁开花烫烫的感觉
26125	是不是和你爸爸房子停卵伦
26134	市长修别墅了
26144	是的，又狗又变态
26149	是个屁啊是。老外戴着墨镜都能看到他皱眉了
26159	世界警察你鸟都不是
26161	世界上只大人好
26172	是拉链惹祸了吗？工具呢？
26174	是没错羊就这么傻
26202	试下基因变异生个狗人宝宝
26212	是中国军人用汗水铸就了钢铁长城。向他们致敬，他们是最可爱的人
26216	狮子迎接好运
26218	是茄子的颜色
26243	瘦下来真好，我家二宝俩月了，一点没瘦
26244	手心已经开始冒汗了，
