🧍🏽‍♀️,['姐姐'],[1],woman_standing_medium_skin_tone
🧜🏻‍♀️,"['女王', '']","[1, 1]",mermaid_light_skin_tone
🎙,['着'],[1],studio_microphone
⚠️,"['注意', '危险', '注意了', '警告']","[2, 1, 1, 1]",warning
🛸,"['飞碟', 'UFO', '', '不明飞行物', '飞船', '碟']","[6, 1, 1, 1, 1, 1]",flying_saucer
🚃,"['电车', '车', '轻轨电车']","[3, 1, 1]",railway_car
8️⃣,[],[],keycap_8
👮🏻,"['警察', '警官']","[9, 1]",police_officer_light_skin_tone
🤰,"['怀孕', '孕妇', '', '怀孕了', '懷孕']","[43, 5, 2, 2, 1]",pregnant_woman
🤷‍♂️,"['不知道', '', '摊手', '无关', '晓得', '幸福', '不知道吗', '不']","[25, 2, 1, 1, 1, 1, 1, 1]",man_shrugging
🆓,"['免费', '呼吸', 'free', '学习']","[16, 2, 1, 1]",FREE_button
🪧,['🪧'],[1],placard
🎳,['保龄球'],[3],bowling
🖌,[],[],paintbrush
♏,[],[],Scorpio
🌀,"['飓风', '飓风飓风']","[1, 1]",cyclone
🥂,"['碰杯', '干杯']","[2, 2]",clinking_glasses
😢,"['哭', '伤心', '感冒', '无语', '不知道', '难过', '伤心了', '哭泣了', '流鼻涕']","[2, 2, 2, 2, 1, 1, 1, 1, 1]",crying_face
🦁,"['狮子', '老虎', '狮', '师', '狗', '乎', '']","[65, 7, 3, 1, 1, 1, 1]",lion
🤦🏼‍♀️,['我的天'],[1],woman_facepalming_medium-light_skin_tone
👇,"['下面', '下', '下方', '戳', '', '手下', '指路', '败', '面', '下降', '点下方', '楼下', '下载', '小面', '点', '下来', '里楼下']","[62, 39, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",backhand_index_pointing_down
👨‍🔬,['科学家'],[1],man_scientist
🚧,"['施工', '路障', '障碍']","[7, 2, 1]",construction
🐹,"['仓鼠', '老鼠', '小仓鼠', '狗']","[13, 3, 1, 1]",hamster
🏮,"['灯笼', '元宵', '红灯笼']","[18, 1, 1]",red_paper_lantern
📴,['关机'],[1],mobile_phone_off
🏇🏻,"['马术表演', '马']","[1, 1]",horse_racing_light_skin_tone
🍼,"['奶瓶', '奶', '瓶', '水', '喂', '喂奶', '喝奶']","[60, 39, 3, 1, 1, 1, 1]",baby_bottle
🙅‍♂,['政治家'],[1],man_gesturing_NO
📝,"['', '记录', '记笔记', '作业', '写']","[2, 2, 1, 1, 1]",memo
🆘,"['救命', '求救', '求助', '救', 'sos', '救救', '命', '救命救命', '救命了', '求助求助', '', '紧急', '真的', '脸', '棒', '危险', '紧急呼救', '救命啊', '紧急救援']","[35, 5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",SOS_button
🎷,"['萨克斯', '嗽叭', '烟斗', '总萨克斯']","[16, 1, 1, 1]",saxophone
🏠,"['房子', '家', '房', '', '屋', '加', '别墅', '房贷', '房价', '主页', '楼房', '房屋', '小楼', 'house', '治', '楼', '医院', '公司', '发', '午', '防', '房子08', '家里', '子', '房地产', '屋子', '住在']","[346, 113, 107, 6, 5, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",house
👮‍♀️,"['警察', '警', '察']","[11, 1, 1]",woman_police_officer
🎡,['摩天轮'],[4],ferris_wheel
😶,"['沉默', '反感', '沉默了']","[2, 1, 1]",face_without_mouth
😭,"['哭', '难受', '流泪', '哭了', '感动', '呜呜', '', '泪流满面', '伤心', '可怜', '哭泣', '泪', '难过', '痛', '大哭', '苦', '流泪了', '难', '对不起', '哇', '伤感', '悲伤', '看哭了', '看哭', '唉', '唉！', '不舒服', '泪奔', '泪崩', '恶心', '害怕', '吓死了', '淚流滿面', '破防', '感动，感动', '崩溃了', '不舒', '難受', '过', '惨了', '母心', '心痛', '无语', '想哭', '泪奔了', '辛苦', '感人', '感动了', '有毒', '哎', '崩溃', '心疼']","[397, 41, 38, 28, 24, 13, 11, 11, 11, 11, 8, 6, 5, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",loudly_crying_face
🕰,"['钟', '种', '乌']","[1, 1, 1]",mantelpiece_clock
👄,"['嘴', '嘴巴', '嘴唇', '亲', '爱', '亲亲', '', '唇', '口', '红唇', '吻', '么么哒', '亲嘴', '宝贝', '嘴上', '吃', '最', '么么', '亲吻', '亲爱的', '嘴嘴', '的嘴', '蠢', '说', '亲一嘴', '嘴皮子', '唇印', '嘴里', '嘴巴的', '恩爱', '巴子', '诱惑', '爱爱', '吧唧', '红', 'z嘴', '宝贝儿', '情人', '鼻子', '厚爱嘴', '亲爱', '说话', '口活', '嘴巴里', '醉', '口红', '木', '厚爱', '亲你', '愛妳', '唇唇', '加油', '唇皮', '接吻', '纯', '小嘴唇', '小', '嘴儿', '嘴啊']","[1202, 164, 139, 71, 67, 29, 17, 15, 15, 14, 13, 8, 5, 5, 5, 4, 4, 4, 4, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",mouth
➕,"['加', '家', '佳']","[26, 2, 1]",plus
🐼,"['熊猫', '大熊猫', '国宝', '熊', '宝', '猫熊', '中国', '毛', '猫', '熊猫们']","[91, 3, 3, 2, 2, 1, 1, 1, 1, 1]",panda
👷🏻‍♂️,['工人'],[2],man_construction_worker_light_skin_tone
🍲,"['火锅', '汤', '砂锅', '饭', '食物']","[11, 1, 1, 1, 1]",pot_of_food
🌝,[],[],full_moon_face
❓,[],[],red_question_mark
💏,"['夫妻', '爱情', '情侣', '恩爱', '爱', '吻', '真爱', '', '恩爱夫妻', '接个吻', '喜欢', '夫妻俩', '宝宝', '夫', '福', '亲亲', '亲吻']","[20, 17, 7, 7, 5, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",kiss
🦈,"['杀', '鲨鱼', '傻', '鲨', '精', '海', '屯', '豚']","[38, 31, 5, 4, 2, 1, 1, 1]",shark
🏭,"['工厂', '军工厂', '工业']","[12, 1, 1]",factory
👽,"['外星人', '鬼', '外星']","[17, 1, 1]",alien
😩,"['完了', '头疼', '烦恼', '海诶', '伤心', '蛋', '累']","[3, 3, 2, 1, 1, 1, 1]",weary_face
🟢,['绿'],[1],green_circle
🇵🇰,"['巴基斯坦', '']","[3, 1]",Pakistan
☕,['咖啡'],[2],hot_beverage
😲,"['惊讶', '阿', '喔', '', '卧槽，', '吃惊']","[4, 1, 1, 1, 1, 1]",astonished_face
🆔,"['ID', 'id', '身份', '身份证', '名字', '地址', '账号']","[26, 5, 5, 2, 1, 1, 1]",ID_button
👨🏻‍🎓,"['学生', '留学生']","[1, 1]",man_student_light_skin_tone
🎀,"['蝴蝶结', '', '丝带']","[54, 1, 1]",ribbon
🇺🇸,"['美国', '', '国', '美国人', '老美', '美国佬', '美', '霉鬼']","[74, 6, 2, 1, 1, 1, 1, 1]",United_States
🇮🇱,['以色列'],[1],Israel
🔩,"['螺丝', '罗斯', '哑铃', '螺丝螺帽', '工', '螺丝钉', '', '螺丝母']","[36, 3, 2, 1, 1, 1, 1, 1]",nut_and_bolt
🇭🇰,"['香港', '香港人', '香']","[4, 1, 1]",Hong_Kong_SAR_China
💲,"['美金', '钱', '美元', '刀', '金', '美国', '死', '佣金']","[38, 21, 18, 2, 2, 1, 1, 1]",heavy_dollar_sign
🧚‍♂️,"['妖精', '小精灵', '小妖精', '天使', '妖精婆']","[5, 2, 2, 1, 1]",man_fairy
🪂,"['空降', '空降兵', '伞兵', '跳伞', '降落伞', '伞', '傻逼', '伞降', '兵', '大伞', 'sb']","[13, 5, 4, 3, 3, 2, 2, 1, 1, 1, 1]",parachute
🕔,['五点'],[1],five_o’clock
👾,['怪兽'],[3],alien_monster
🆑,['消灭'],[1],CL_button
⬇️,"['', '佐']","[1, 1]",down_arrow
🏫,['学校'],[55],school
♌,['狮子座'],[1],Leo
🔉,['扬声器'],[1],speaker_medium_volume
🏨,"['酒店', '宾馆', '', '地方', '大酒店', '饭店']","[40, 3, 2, 1, 1, 1]",hotel
🍧,['冰淇淋'],[1],shaved_ice
🥭,"['芒果', '水果', '芒果台']","[19, 7, 1]",mango
👮🏻‍♂️,['警察'],[1],man_police_officer_light_skin_tone
❤️,"['心', '', '爱', '喜欢', '爱心', '红心', '心脏', '点赞']","[20, 5, 4, 3, 2, 2, 1, 1]",red_heart
🛀🏻,"['洗澡', '洗澡桶', '洗澡澡', '泡澡']","[32, 1, 1, 1]",person_taking_bath_light_skin_tone
😺,"['虎', '猫咪', '猫']","[1, 1, 1]",grinning_cat
🧖‍♀️,['女人'],[2],woman_in_steamy_room
🌕,"['月亮', '月', '饼']","[3, 1, 1]",full_moon
🥞,['煎饼'],[1],pancakes
🚉,"['火车', '火车站', '站台', '站', '车', '火']","[39, 7, 2, 2, 1, 1]",station
🌂,"['伞', '雨伞', '保护伞', '散', '上', '扇', '甩', '跳伞', '三', '小雨伞', '傻']","[224, 20, 16, 2, 1, 1, 1, 1, 1, 1, 1]",closed_umbrella
🏃🏻‍♂️,"['运动', '跑步']","[2, 1]",man_running_light_skin_tone
🐺,"['狼', '', '狼子']","[55, 5, 1]",wolf
😊,"['开心', '可爱', '微笑', '高兴', '', '笑容', '快乐', '不错', '笑', '好', '幸福', '喜欢', '嘿嘿', '感谢', '笑脸', '哈', '好看', '谢谢', '愉快', '真可爱', '可爱的', '乖', '嘻嘻', '好吃', '害羞', '呵', '妹妹', '漂亮', '谢谢你', '嘿', '哈哈', '早安', '高兴了', '挺好', '真好', '可', '嗨', '脸红', '您好哈', '加油', '鼓励', '笑死', '没问题', '开开心心', '欢迎', '宝宝', '棒', '美哒哒', '美好', '爱', '感谢感谢', '美美哒', '，谢谢', '恭喜恭喜', '以', '逗', '嘻', '看', '太可爱了', '乐', '对啊', '😊', '开心的', '搞笑', '迷', '舒服']","[90, 57, 30, 26, 19, 13, 12, 11, 11, 10, 9, 8, 8, 7, 6, 5, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",smiling_face_with_smiling_eyes
🍖,"['骨头', '排骨', '肘子', '肉肉', '肉', '腿']","[5, 3, 2, 2, 2, 1]",meat_on_bone
🧅,['洋葱'],[9],onion
🍤,"['瞎', '虾', '大虾', '虾仁', '下', '大蝦', '龙虾', '翻']","[8, 5, 3, 2, 1, 1, 1, 1]",fried_shrimp
✈️,"['飞机', '飞']","[21, 1]",airplane
🈹,"['割️', '割', '哥']","[14, 11, 3]",Japanese_discount_button
🖱️,"['鼠标', '🖱️']","[2, 1]",computer_mouse
🦎,"['蜥蜴', '壁虎', '蛇', '檐蛇']","[9, 4, 3, 1]",lizard
👢,"['靴子', '学', '鞋', '高跟鞋', '长靴', '脚', '靴', '皮靴']","[9, 2, 2, 2, 1, 1, 1, 1]",woman’s_boot
🍽,['吃饭'],[1],fork_and_knife_with_plate
㊗️,['祝'],[20],Japanese_congratulations_button
🙏🏾,['南无阿弥陀佛'],[1],folded_hands_medium-dark_skin_tone
👨‍🚀,[''],[1],man_astronaut
🌿,['草'],[35],herb
🐇,"['兔', '兔子', '小兔子', '白兔', '玉兔', '小兔', '吐', '小白兔', '大白兔', '', '兔兔', '免兔']","[54, 26, 5, 4, 4, 3, 2, 2, 1, 1, 1, 1]",rabbit
🚙,"['汽车', '车', '汽車', '私家车']","[37, 14, 1, 1]",sport_utility_vehicle
🈵,"['满', '', '满满', '蛮', '禁', '🈵', '🈵️', '已满', '满满的']","[166, 6, 3, 3, 1, 1, 1, 1, 1]",Japanese_no_vacancy_button
💇‍♂️,"['剪头发', '理发']","[1, 1]",man_getting_haircut
🕷️,"['蜘蛛', '赢', '黑蜘蛛']","[24, 1, 1]",spider
🍹,"['果汁', '饮料', '喝', '鸡尾酒']","[1, 1, 1, 1]",tropical_drink
🥧,"['派', '馅饼']","[3, 1]",pie
💩,"['屎', '死', '屎屎', '大便', '粑粑', '', '便便', '世', '史', '斯', '便', '士', '石', '事', '拉屎']","[364, 26, 6, 4, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]",pile_of_poo
🔄,"['循环', '刷新', '']","[3, 1, 1]",counterclockwise_arrows_button
🤤,"['流口水', '口水', '做梦', '口水了', '嘿嘿', '好吃', '吃', '爱']","[32, 5, 3, 2, 1, 1, 1, 1]",drooling_face
☺️,[],[],smiling_face
😥,"['无语了', '无语', '流汗', '失望']","[2, 2, 1, 1]",sad_but_relieved_face
🍱,"['盒饭', '便当', '饭', '吃饭']","[10, 2, 1, 1]",bento_box
🍳,"['煎蛋', '平底锅', '蛋', '贱', '煎荷包蛋', '', '单']","[10, 6, 4, 1, 1, 1, 1]",cooking
👃🏻,"['鼻子', '逼', '鼻', '比', '必', '币', '', '逼脸', '碧', '=比', '批', '痹', '牛']","[63, 59, 27, 7, 2, 2, 1, 1, 1, 1, 1, 1, 1]",nose_light_skin_tone
👳,[],[],person_wearing_turban
🐢,"['乌龟', '龟', '鬼', '龟头', '绿毛龟', '龟儿子', '龟儿', '柜', '甲鱼']","[43, 42, 3, 1, 1, 1, 1, 1, 1]",turtle
💅,"['美甲', '指甲油', '指甲', '甲']","[18, 7, 4, 2]",nail_polish
🏪,"['超市', '学校', '睡']","[7, 1, 1]",convenience_store
🦶🏻,['脚'],[3],foot_light_skin_tone
👹,"['魔鬼', '面具', '怪物', '恶魔', '恶鬼', '霸主', '钟馗', '食人魔', '鬼']","[49, 4, 2, 2, 1, 1, 1, 1, 1]",ogre
😅,"['尴尬', '无语', '', '尴尬了', '不好意思', '流汗', '嘿', '脸', '惨', '好恶心', '尬主了', '尬', '苦笑苦笑', '无语了', '笑死', '高兴', '不好意思了']","[36, 7, 5, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",grinning_face_with_sweat
🎰,"['老虎机', '赌场']","[5, 1]",slot_machine
♂,[],[],male_sign
🅱️,"['逼', 'B', 'b', '比']","[8, 4, 1, 1]",B_button_(blood_type)
🎿,"['滑雪', '', '飞', '滑雪场']","[10, 1, 1, 1]",skis
🏀,"['篮球', '球', '篮', '', '打篮球', '足球', '篮球场', '气', '球2', '求', '打球', '足', '糗', '蓝球']","[168, 59, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",basketball
👨‍⚖️,['法官'],[2],man_judge
🏴󠁧󠁢󠁳󠁣󠁴󠁿,"['苏格兰', '旗帜']","[2, 1]",Scotland
🍵,"['茶', '查', '插', '', '差', '茬', '绿茶']","[44, 1, 1, 1, 1, 1, 1]",teacup_without_handle
🙄,"['白眼', '无语', '无语了', '翻白眼', '哦', '不会', '无聊', '']","[26, 8, 2, 2, 1, 1, 1, 1]",face_with_rolling_eyes
🧟‍♀️,"['僵尸', '丧尸', '女僵尸', '动物']","[8, 4, 1, 1]",woman_zombie
🔆,"['小太阳', '太阳', '早安', '调']","[3, 2, 1, 1]",bright_button
🦒,"['长颈鹿', '脖子']","[6, 1]",giraffe
😗,"['呗', '亲']","[1, 1]",kissing_face
🏳,"['投降', '白旗', '举白旗', '', '降输']","[27, 2, 2, 1, 1]",white_flag
🤚,"['停止', '停', '手手', '手', '五', '无', '不']","[7, 6, 1, 1, 1, 1, 1]",raised_back_of_hand
👨🏻‍🚒,['消防员'],[3],man_firefighter_light_skin_tone
💈,"['理发店', '发廊', '核弹', '理发', '理发店了', '']","[8, 5, 1, 1, 1, 1]",barber_pole
👳‍♀️,['头巾'],[1],woman_wearing_turban
🏄🏻‍♀️,['冲浪'],[2],woman_surfing_light_skin_tone
🎋,"['许愿', '仙人掌', '青']","[1, 1, 1]",tanabata_tree
🍡,"['丸子', '玩', '团子', '糖葫芦', '糖球', '肉丸']","[2, 2, 1, 1, 1, 1]",dango
🕺,"['跳舞', '', '弟']","[6, 1, 1]",man_dancing
🎪,"['马戏团', '']","[1, 1]",circus_tent
🥓,"['培根', '丝']","[3, 1]",bacon
🤒,['发烧'],[6],face_with_thermometer
✋🏽,[''],[1],raised_hand_medium_skin_tone
🎑,"['赏月', '中秋']","[2, 2]",moon_viewing_ceremony
🪣,"['🪣', '']","[3, 1]",bucket
🕓,"['钟', '四点钟']","[1, 1]",four_o’clock
💹,"['股票', '涨']","[2, 1]",chart_increasing_with_yen
👨‍🦯,['探探路'],[1],man_with_white_cane
🕊,"['鸽子', '小鸟']","[7, 1]",dove
💆‍♂️,"['按摩', '头', '男人']","[2, 1, 1]",man_getting_massage
🖥,"['电脑', '屏幕', '台式机电脑']","[10, 3, 1]",desktop_computer
🚚,"['货车', '卡车', '大货车', '车', '货', '大卡车', '小货车', '', '火车']","[30, 3, 3, 2, 2, 2, 2, 1, 1]",delivery_truck
🚴‍♀️,['单车'],[3],woman_biking
🤭,"['笑', '嘻嘻', '垃圾话', '搞笑', '闭嘴', '你懂的', '6']","[2, 2, 1, 1, 1, 1, 1]",face_with_hand_over_mouth
🚈,['轻轨'],[2],light_rail
🐻,"['胸', '熊', '俄罗斯', '凶', '罗斯', '北极熊', '毛熊', '兄', '', '熊熊', '狗熊', '胸胸', '棕熊', '行', 'x胸', '猴', '俄熊', '毛俄罗斯', '让俄罗斯', '俄国', '狗', '雄', '兄弟', '俄', '只熊', 'x熊', '熊猫', '大胸']","[481, 388, 32, 23, 14, 9, 9, 6, 4, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",bear
↙,['↙'],[1],down-left_arrow
✍🏻,"['写', '写字', '评论', '谱写', '寫', '手写']","[48, 3, 1, 1, 1, 1]",writing_hand_light_skin_tone
🦧,"['猩猩', '大猩猩', '猿', '黑猩猩']","[9, 2, 1, 1]",orangutan
🎂,"['蛋糕', '生日', '生日快樂', '生快', '生日快乐', '', '生日快乐。', '蛋糕了', '快乐', '过生日', '生快快乐']","[69, 47, 3, 2, 2, 2, 1, 1, 1, 1, 1]",birthday_cake
👨🏻,"['男人', '爸爸', '男', '爹', '人', '男银', '男生', '爷爷', '男朋友', '孩子', '男人男人', '狗', '男性', '爸']","[76, 18, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",man_light_skin_tone
🍷,"['红酒', '酒', '干杯', '杯', '葡萄酒', '酒杯', '就', '', '喝一杯']","[42, 10, 4, 3, 3, 2, 2, 1, 1]",wine_glass
⌚,"['婊', '手表']","[3, 1]",watch
🧒🏻,['小孩'],[1],child_light_skin_tone
👨‍👩‍👦,"['一家三口', '三口']","[4, 1]",family_man_woman_boy
🌴,"['树', '叔', '钱', '景色', '棕榈树']","[1, 1, 1, 1, 1]",palm_tree
🐯,"['老虎', '虎', '老', '', '虎牙']","[57, 11, 2, 1, 1]",tiger_face
👮🏻‍♀️,['警察'],[2],woman_police_officer_light_skin_tone
🐂,"['牛', '']","[86, 2]",ox
🧟,['僵尸'],[2],zombie
🔴,"['日本', '红']","[1, 1]",red_circle
🚼,[],[],baby_symbol
❤,"['心', '粉', '信', '点赞', '心里', '爱心']","[15, 1, 1, 1, 1, 1]",red_heart
🥕,"['胡萝卜', '红萝卜', '萝卜', '湖']","[57, 3, 2, 1]",carrot
🦹‍♂️,"['恶魔', '魔鬼']","[14, 1]",man_supervillain
🪝,['🪝'],[2],hook
♥,[''],[3],heart_suit
🕤,['时钟'],[1],nine-thirty
🈳,"['空', '控', '🈳️', '偷', '有空']","[106, 2, 1, 1, 1]",Japanese_vacancy_button
🧠,"['脑', '脑子']","[27, 9]",brain
👉,"['右边', '右', '指', '', '看', '进', '你', '就是', '来', '可私', '左', '这些', '到', '一个', '“它”', '向右', '这里', '避孕', '指路', '主页', '右边右边', '在', '反手', '这位', '指向', '一边', '看向', '是', '都是']","[53, 10, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",backhand_index_pointing_right
📍,"['位置', '定位', '置顶', '位', '位置吗']","[2, 2, 1, 1, 1]",round_pushpin
🐒,"['猴', '猴子']","[77, 28]",monkey
🩹,"['创可贴', '创']","[4, 1]",adhesive_bandage
🤨,"['不信', '怀疑', '真的假的', '不相信', '', '不对劲', '问题', '挑眉', '不可能吧']","[7, 5, 3, 2, 2, 1, 1, 1, 1]",face_with_raised_eyebrow
🗡,"['贱', '剑', '刀', '鉴', '罪', '击剑', '', '匕首', '兼', '见见', '奸', '币']","[74, 33, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",dagger
🎭,"['面具', '角色', '表演', '艺术', '相声']","[3, 1, 1, 1, 1]",performing_arts
💁,"['前台', '客服', '女人']","[1, 1, 1]",person_tipping_hand
🕷,"['蜘蛛', '蜘蛛精', '蛛', '母蜘蛛']","[5, 1, 1, 1]",spider
💨,"['放屁', '屁', 'P', '', '吹', '倒', '嗖', '屁股', '冲啊', '快跑', '逃离', '闪现', '放', '话', '噗', '放大屁', '尾气', '逃跑']","[69, 44, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",dashing_away
☀️,"['太阳', '好', '阳光', '']","[4, 2, 1, 1]",sun
👐🏻,['用手'],[1],open_hands_light_skin_tone
🕐,"['一点', '钟', '这', '止', '时间']","[2, 2, 1, 1, 1]",one_o’clock
🤦🏻‍♂️,['无语'],[1],man_facepalming_light_skin_tone
🦓,"['斑马', '妈', '马', '斑马线']","[4, 2, 1, 1]",zebra
👎🏾,['不好'],[1],thumbs_down_medium-dark_skin_tone
🍕,"['披萨', '匹萨', '批']","[6, 1, 1]",pizza
🚔,"['警', '报警', '警车', '警察', '110']","[5, 2, 2, 2, 1]",oncoming_police_car
1⃣,"['1', '1⃣️']","[3, 1]",keycap_1
💪🏿,['牛'],[1],flexed_biceps_dark_skin_tone
💂🏻,['人'],[1],guard_light_skin_tone
🐖,"['猪', '主', '母猪', '猪猪', '牛', '小猪', 'z猪', '朱', '足', '', '组', '佩奇', '住', '祖', '“猪""', '猪定']","[624, 7, 5, 4, 4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",pig
🌏,"['地球', '亚洲', '家园']","[105, 2, 1]",globe_showing_Asia-Australia
😪,"['睡觉', '困', '睡', '睡了', '无聊', '打瞌睡', '晚安', '难过', '瞌睡', '睡觉了']","[36, 6, 3, 1, 1, 1, 1, 1, 1, 1]",sleepy_face
🎄,"['圣诞', '树', '圣诞树', '圣诞节']","[12, 7, 5, 5]",Christmas_tree
💺,"['椅子', '座椅', '座位', '冰刀', '小椅子', '按摩椅']","[21, 7, 5, 1, 1, 1]",seat
🧎🏿‍♀️,['对不起'],[1],woman_kneeling_dark_skin_tone
👨🏻‍⚖️,['法官'],[3],man_judge_light_skin_tone
❌,"['错', '不对', '烂', '开']","[3, 1, 1, 1]",cross_mark
🛠️,"['工具', '维修工具', '基石', '锤子']","[19, 1, 1, 1]",hammer_and_wrench
🥵,"['热', '', '熟', '燥热', '难为', '辣', '出来', '热度', '日', '热死了']","[31, 2, 1, 1, 1, 1, 1, 1, 1, 1]",hot_face
👨‍✈️,['飞行员'],[5],man_pilot
🧑,"['人', '阿姨', '成人']","[3, 1, 1]",person
🙅🏻‍♂️,"['不', '不行', '拒绝', '不穿', '不是', '人']","[8, 7, 2, 1, 1, 1]",man_gesturing_NO_light_skin_tone
🌔,['月'],[1],waxing_gibbous_moon
🍭,"['棒棒糖', '糖', '糖糖', '塘', '棒', '甜', '棒糖', '帮我点']","[72, 6, 1, 1, 1, 1, 1, 1]",lollipop
✖️,[],[],multiply
👃,"['鼻子', '逼', '鼻', '比', 'B', '鼻孔', '子', '', 'b', '逼逼', '鼻子好像', '毕', 'Angelababy', '必', '傻逼', '闻', '臭', '闭', 'baby', '逼脸', '鼻子大', '牛逼', '鼻梁', 'BB']","[301, 134, 71, 14, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",nose
🥦,"['菜花', '西蓝花', '西兰花', '油菜花', '花椰菜', '油菜', '花菜', '绿']","[6, 5, 4, 2, 1, 1, 1, 1]",broccoli
🎬,"['电影', '拍摄', '拍摄的', '拍攝', '开拍', '电影了']","[74, 15, 1, 1, 1, 1]",clapper_board
🤼‍♂️,[],[],men_wrestling
⭐,"['星星', '', '信', '星']","[3, 1, 1, 1]",star
💃🏻,"['跳舞', '舞', '女人', '资体', '', '劲舞', '女性', '舞蹈', '妞', '女的', '妖妃']","[44, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",woman_dancing_light_skin_tone
📠,['传真'],[1],fax_machine
👩‍🦳,['银发'],[1],woman_white_hair
♾️,[],[],infinity
🇨🇿,['捷克'],[1],Czechia
😮,"['哇塞', '啊']","[2, 1]",face_with_open_mouth
🦠,"['病毒', '病毒病毒', '']","[91, 4, 1]",microbe
🌐,['地球'],[38],globe_with_meridians
😵,"['晕', '头晕', '晕了', '亮瞎', '晃晕', '死']","[33, 2, 1, 1, 1, 1]",face_with_crossed-out_eyes
⚡,[],[],high_voltage
💜,"['心', '紫']","[4, 1]",purple_heart
🌷,"['郁金香', '花', '观音', '雨', '郁金香嘛']","[45, 5, 1, 1, 1]",tulip
🔖,['书签'],[2],bookmark
👙,"['比基尼', '泳衣', '内衣', '泳装', '内衣内裤', '胸罩', '内衣裤', '衣服', '内衣套装', '三点式', '奶子', '', '内', '裤', '光露', '凶']","[61, 61, 51, 8, 6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",bikini
👅,"['舌头', '舌', '舔', '盘子', '伸舌头', '舌頭', '伸', '说', '舌吻', '舌头舌头', '味道', '']","[57, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",tongue
🙎,"['公主', '的小公主', '妹', '妹妹', '小姐姐', '友']","[1, 1, 1, 1, 1, 1]",person_pouting
👩,"['女人', '妈妈', '妈', '女孩', '女', '妇女', '母亲', '女生', '姐姐', '', '姑娘', '女的', '老婆', '美女', '你', '女儿', '麻麻', '女神', '妞', '人', '脸', '脸上', '妹子', '女孩儿', '你妈', '女热', '女朋友', '妈妈了', '妹', '女性', '女人的', '大人', '，美女', '女士', '媽媽', '妹妹', '妹姐']","[367, 62, 28, 25, 11, 9, 7, 6, 5, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",woman
🎏,['旗子'],[1],carp_streamer
🎃,"['南瓜', '万圣节', '南瓜灯', '难', '脑子']","[44, 2, 1, 1, 1]",jack-o-lantern
😤,"['生气', '气', '气死', '生气了', '气死我了', '哼哼', '气人', '气愤', '生气气', '气急败坏']","[13, 6, 3, 2, 2, 2, 1, 1, 1, 1]",face_with_steam_from_nose
👨🏻‍⚕️,"['医生', '醫生']","[3, 1]",man_health_worker_light_skin_tone
👩‍❤️‍👩,"['拉拉', '姐妹', '情深']","[1, 1, 1]",couple_with_heart_woman_woman
🇹🇭,"['', '泰']","[1, 1]",Thailand
💾,"['盘', '学习', '软盘', '资料']","[1, 1, 1, 1]",floppy_disk
